,cnpj,razao_social,id_municipio,peso_cobre_ajustado,valor_fob_ajustado,total_peso_municipio,total_valor_fob_municipio
31,20523634000136,RM EPI LTDA,3162104,58691.0,396437.0,11603,216047
32,22319271000147,ROGERIO TIMO,3171600,58691.0,396437.0,25,5750
33,34921175000153,ROYAL COMERCIO E IMPORTACAO DE SMARTWATCH LTDA.,3157252,58691.0,396437.0,52,6463
34,13426041000196,SABIAS COMIDAS INDUSTRIA E COMERCIO LTDA,3133006,58691.0,396437.0,29784593,49092214
35,17077640000100,SMA DISTRIBUIDORA DE MOTO PECAS LTDA,3162005,58691.0,396437.0,497015,2730856
36,11849626000193,SPARK ELETRONICA LTDA,3156908,58691.0,396437.0,707,59256
37,22528133000178,SULMINAS SUPLEMENTOS E NUTRICAO LTDA,3110905,58691.0,396437.0,66746,566334
38,11828425000100,"TRANSPORTADORA E COMERCIO DE FRUTAS, IMPORTACAO E EXPOR",3135050,58691.0,396437.0,3826628,10108404
39,21068275000137,VINTAGE VISION INDUSTRIA OTICA BRASILEIRA LTDA,3131901,58691.0,396437.0,1301884,14118266
40,24209434000164,WILLIAN APARECIDO DA SILVA - COMERCIAL,3165537,58691.0,396437.0,1261459,3613222
41,16930234000178,YS PRODUTOS OPTICOS LTDA,3142908,58691.0,396437.0,257,54895
42,11110278000138,3WLINK INTERNET LTDA,3143906,29345.5,198218.5,103758,1434369
43,19550599000165,AKAFLOOR INDUSTRIAL LTDA,3162500,29345.5,198218.5,5731418,9636518
44,18815167000176,ARPAL ARTES PEDRAS ARAUJENSE LTDA,3103900,29345.5,198218.5,7650,18133
45,25263237000196,BACCARINI E CHARBEL LTDA,3162500,29345.5,198218.5,5731418,9636518
46,20420407000185,BRUNO PIRES BORGES SANTANA,3127107,29345.5,198218.5,5306738,7695760
47,12072025000180,CARLOS ROBERTO DE SOUZA OLIVEIRA,3125101,29345.5,198218.5,120876575,611353146
48,26878614000164,"CARNEIRO DE MEDEIROS COMERCIAL, EXPORTADORA, IMPORTADORA, TRADING E CORRETORA EIRELI",3123601,29345.5,198218.5,9329,66412
49,12083941000115,COELHO INDUSTRIA E COMERCIO DE CONFECCOES LTDA,3139607,29345.5,198218.5,2584,49662
50,21529481000105,COMERCIAL AZZI LTDA.,3112802,29345.5,198218.5,623938,272916
51,18667821000141,COMERCIAL MINERAR LTDA,3157807,29345.5,198218.5,71716138,42262234
52,34823044000133,ELLO INDUSTRIA DE BENEFICIAMENTO LTDA,3131703,29345.5,198218.5,38913895,103922943
53,29340354000167,FERNANDA LINA DA SILVA MACEDO 12758725657,3170404,29345.5,198218.5,21722,71222
54,18011944000120,FERRAZ FLORESTAL LTDA,3136306,29345.5,198218.5,70,3306
55,26854192000197,FREDERICO JUNIO AZEVEDO 04221137606,3157807,29345.5,198218.5,71716138,42262234
56,42893040000150,HEMOQUIMICA DO BRASIL IMPORTACAO E COMERCIO LTDA,3156700,29345.5,198218.5,3478086,20303214
57,65232399000181,HERNANE ALEXANDRE DE SOUSA RESENDE,3154200,29345.5,198218.5,110008,34144
58,10495757000319,ICOMM GROUP S.A.,3125101,29345.5,198218.5,120876575,611353146
59,14699754000196,INDUSTRIA E COMERCIO DE BEBIDAS ENGENHO DA CANA LTDA,3145901,29345.5,198218.5,1775584435,239143192
60,18301234000134,INDUSTRIA E COMERCIO DE CALCADOS DANPER LTDA,3103900,29345.5,198218.5,7650,18133
61,71029631000181,JHS LABORATORIO QUIMICO LTDA - EPP,3156700,29345.5,198218.5,3478086,20303214
62,11508408000195,KOSMETIK INDUSTRIA E COMERCIO DE COSMETICOS LTDA,3129806,29345.5,198218.5,354315,2539147
63,12882328000168,LAURA DE RAMOS MELO,3154200,29345.5,198218.5,110008,34144
64,11317248000105,LEGO ENGENHARIA E CONSTRUCOES LTDA,3131703,29345.5,198218.5,38913895,103922943
65,26629599000110,MARIA CRISTINA CIOGLIA DIAS GONTIJO-CRIADOURO,3121407,29345.5,198218.5,3177,31180
66,25787250000144,MASEL - MATERIAIS DE SEGURANCA EIRELI,3161809,29345.5,198218.5,70443,204137
67,28141523000177,MATHEUS RODRIGUES DA SILVA 14917988667,3123007,29345.5,198218.5,2209632,5829620
68,71163232000109,MINERACAO VINHAL LTDA.,3139607,29345.5,198218.5,2584,49662
69,13440287000112,MOREIRAISO EIRELI,3161502,29345.5,198218.5,1964746,2241193
70,27931481000105,MYCHAEL DIEGO ANDRADE COELHO 09830788660,3121407,29345.5,198218.5,3177,31180
71,22279234000152,P2CRANE INDUSTRIA E COMERCIO LTDA,3145901,29345.5,198218.5,1775584435,239143192
72,38507653000134,QUARTZITO DO BRASIL LTDA,3140001,29345.5,198218.5,431133,2411338
73,22697974000109,"RECANTO INDUSTRIA, COMERCIO E EXPORTACAO DE CAFE LTDA",3139003,29345.5,198218.5,6778113,2707117
74,18502763000104,RM ROCHAS ORNAMENTAIS LTDA,3113008,29345.5,198218.5,93,12532
75,30707887000113,ROBERTA ORMENZINDA CALACA ANDRADE 01550400657,3104205,29345.5,198218.5,149477931,11100497
76,27651665000111,ROLO TABAK COMERCIO E REPRESENTACAO EIRELI,3170800,29345.5,198218.5,305673,1199918
77,66453879000135,ROSAMINAS SERVICO ENGENHARIA E COMERCIO LTDA,3151305,29345.5,198218.5,437913,894673
78,31371942000100,RTA COMERCIO E IMPORTACAO DE FERRAGENS E FERRAMENTAS EI,3110400,29345.5,198218.5,52690,53294
79,26312427000119,SANTO AGOSTINHO COMERCIO DE CAFE LTDA,3139003,29345.5,198218.5,6778113,2707117
80,32441959000159,SCHEYLLA SCHULTZ DUTRA 02099332240,3147006,29345.5,198218.5,12973003,62209678
81,25109467000103,SOLUCAO INDUSTRIA E COMERCIO DE MOVEIS EIRELI,3158953,29345.5,198218.5,376159,587250
82,12230899000118,SPEEDNET TELECOMUNICACOES LTDA,3129806,29345.5,198218.5,354315,2539147
83,11176131000140,STONE GOLD MINERACAO LTDA,3126752,29345.5,198218.5,440,39654
84,11182420000152,TRIESTE TECNOLOGIA EM FRAGMENTACAO E TRADING LTDA,3119955,29345.5,198218.5,50000,54107
85,35237140000162,ALTERFLEX MINERACAO SALINAS LTDA,3157005,19563.666666666668,132145.66666666666,11,487
86,22021406000193,ART VISAO INDUSTRIA E COMERCIO LTDA,3168705,19563.666666666668,132145.66666666666,20522744,42596345
87,71505580000117,COMERCIO DE PEDRAS LTDA,3107406,19563.666666666668,132145.66666666666,17609,19864
88,71029268000102,DURALAR IMPORTACAO E EXPORTACAO EIRELI,3103504,19563.666666666668,132145.66666666666,382069085,106161478
89,28471211000121,EDERSON LOPES CANDIDO,3143104,19563.666666666668,132145.66666666666,35,3965
90,21446162000128,"ERVA DOCE COMERCIO, IMPORTACAO, EXPORTACAO E REPRESENTACAO COMERCIAL DE CACHACA LTDA",3157005,19563.666666666668,132145.66666666666,11,487
91,13888080000539,FARPA COMERCIAL EIRELI,3124104,19563.666666666668,132145.66666666666,391657,1827325
92,17069068000120,FELIPE NARDI DA SILVA 12417721694,3146107,19563.666666666668,132145.66666666666,892454,11302137
93,15647465000106,FERJAN FABRICACAO E USINAGEM LTDA,3157336,19563.666666666668,132145.66666666666,654,19868
94,22089363000188,FLORIDA TEXTIL LTDA,3128709,19563.666666666668,132145.66666666666,2401964,12176500
